PPepDB-ID	Peptide Name	Plant Source	Peptide Family	Peptide Activity	Sequence Length	Molecular Weight	Validation	PMID/DOI
PPepDB_5896	CYC6_CYAME	Cyanidioschyzon merolae	--NA--	Signaling-peptide	104	11330.97	Protein inferred from homology	--NA--
PPepDB_5897	PHAL_PHAVU	Phaseolus vulgaris	--NA--	Signaling-peptide	272	29556	Experimental evidence at protein level	--NA--
PPepDB_5898	AR5B_PHAVU	Phaseolus vulgaris	--NA--	Signaling-peptide	261	29266.85	Experimental evidence at protein level	--NA--
PPepDB_5899	AR5A_PHAVU	Phaseolus vulgaris	--NA--	Signaling-peptide	261	29120.69	Experimental evidence at protein level	--NA--
PPepDB_5900	CRR32_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	255	29169.59	Predicted	--NA--
PPepDB_5901	CYT10_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	151	15447.81	Experimental evidence at transcript level	--NA--
PPepDB_5902	EXPB5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	264	28688.49	Experimental evidence at transcript level	--NA--
PPepDB_5903	SCP52_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	184	21246.4	Predicted	--NA--
PPepDB_5904	CRR3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	307	32764.2	Experimental evidence at protein level	--NA--
PPepDB_5905	AFP2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	80	8580.1	Experimental evidence at transcript level	--NA--
PPepDB_5906	AFP3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	80	8640.16	Protein inferred from homology	--NA--
PPepDB_5907	LCR77_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	80	8518.03	Experimental evidence at transcript level	--NA--
PPepDB_5908	AFP4_RAPSA	Raphanus sativus	--NA--	Signaling-peptide	80	8873.39	Protein inferred from homology	--NA--
PPepDB_5909	AFP1_RAPSA	Raphanus sativus	--NA--	Signaling-peptide	80	8734.28	Experimental evidence at protein level	--NA--
PPepDB_5910	AFP1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	80	8709.22	Experimental evidence at protein level	--NA--
PPepDB_5911	AFP2_RAPSA	Raphanus sativus	--NA--	Signaling-peptide	80	8875.49	Experimental evidence at protein level	--NA--
PPepDB_5912	PRP3_SOYBN	Glycine max	--NA--	Signaling-peptide	90	10294.52	Protein inferred from homology	--NA--
PPepDB_5913	PRP2_SOYBN	Glycine max	--NA--	Signaling-peptide	230	25981.09	Experimental evidence at transcript level	--NA--
PPepDB_5914	PRP_MEDSA	Medicago sativa	--NA--	Signaling-peptide	236	26820.55	Experimental evidence at transcript level	--NA--
PPepDB_5915	PRP2_MEDTR	Medicago truncatula	--NA--	Signaling-peptide	371	42078.78	Experimental evidence at transcript level	--NA--
PPepDB_5916	NLTP_VIGUN	Vigna unguiculata	--NA--	Signaling-peptide	99	10449.52	Experimental evidence at transcript level	--NA--
PPepDB_5917	LCR34_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	85	9630.46	Protein inferred from homology	--NA--
PPepDB_5918	FKB15_VICFA	Vicia faba	--NA--	Signaling-peptide	151	16223.71	Experimental evidence at protein level	--NA--
PPepDB_5919	LCR9_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	78	8865.71	Protein inferred from homology	--NA--
PPepDB_5920	VARA_VIOOD	Viola odorata	--NA--	Signaling-peptide	207	21333.74	Experimental evidence at protein level	--NA--
PPepDB_5921	CRR61_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	258	29474.33	Protein inferred from homology	--NA--
PPepDB_5922	EXTN_SORBI	Sorghum bicolor, Sorghum vulgare	--NA--	Signaling-peptide	283	29593.35	Protein inferred from homology	--NA--
PPepDB_5923	GASA3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	99	10704.61	Experimental evidence at transcript level	--NA--
PPepDB_5924	GASA2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	99	10531.44	Experimental evidence at transcript level	--NA--
PPepDB_5925	FLA6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	247	26506.1	Experimental evidence at transcript level	--NA--
PPepDB_5926	GRXC3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	130	14247.38	Experimental evidence at transcript level	--NA--
PPepDB_5927	PER7_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	349	38339.5	Experimental evidence at transcript level	--NA--
PPepDB_5928	NLTPD_RICCO	Ricinus communis	--NA--	Signaling-peptide	116	12231.42	Protein inferred from homology	--NA--
PPepDB_5929	NLTPC_RICCO	Ricinus communis	--NA--	Signaling-peptide	116	12262.43	Experimental evidence at protein level	--NA--
PPepDB_5930	NO552_SOYBN	Glycine max	--NA--	Signaling-peptide	187	20302.5	Experimental evidence at transcript level	--NA--
PPepDB_5931	NLTP2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	118	11938.11	Protein inferred from homology	--NA--
PPepDB_5932	CRK34_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	265	29583.07	Predicted	--NA--
PPepDB_5933	GRP1_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	109	11529.94	Experimental evidence at transcript level	--NA--
PPepDB_5934	Y1839_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	605	67644	Experimental evidence at transcript level	--NA--
PPepDB_5935	LCR53_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	75	8473.17	Protein inferred from homology	--NA--
PPepDB_5936	LCR52_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	77	8682.35	Protein inferred from homology	--NA--
PPepDB_5937	LCR55_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	76	8519.07	Protein inferred from homology	--NA--
PPepDB_5938	LCR56_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	77	8415.95	Protein inferred from homology	--NA--
PPepDB_5939	AMP_AMARE	Amaranthus retroflexus	--NA--	Signaling-peptide	89	9038.51	Experimental evidence at protein level	--NA--
PPepDB_5940	AMP_AMACA	Amaranthus caudatus	--NA--	Signaling-peptide	86	8911.56	Experimental evidence at protein level	--NA--
PPepDB_5941	PR1A_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	173	17548.44	Experimental evidence at transcript level	--NA--
PPepDB_5942	PR1C_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	173	17576.49	Experimental evidence at transcript level	--NA--
PPepDB_5943	TLP_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	173	17604.59	Experimental evidence at transcript level	--NA--
PPepDB_5944	SCP3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	441	50279.25	Experimental evidence at transcript level	--NA--
PPepDB_5945	SCP4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	441	50352.24	Experimental evidence at transcript level	--NA--
PPepDB_5946	THNB_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	136	14602.99	Experimental evidence at protein level	--NA--
PPepDB_5947	THNB_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	136	14624.93	Experimental evidence at protein level	--NA--
PPepDB_5948	LCR24_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	76	8465.09	Protein inferred from homology	--NA--
PPepDB_5949	EXP33_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	248	26629.09	Protein inferred from homology	--NA--
PPepDB_5950	LCR4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	81	9227.97	Protein inferred from homology	--NA--
PPepDB_5951	EXLA1_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	279	30038.33	Experimental evidence at transcript level	--NA--
PPepDB_5952	THN2_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	136	14557.8	Experimental evidence at transcript level	--NA--
PPepDB_5953	LCR29_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	81	9503.94	Protein inferred from homology	--NA--
PPepDB_5954	NO16_MEDTR	Medicago truncatula	--NA--	Signaling-peptide	180	20026.14	Protein inferred from homology	--NA--
PPepDB_5955	RIPA_LUFCY	Luffa cylindrica	--NA--	Signaling-peptide	277	30212.46	Experimental evidence at protein level	--NA--
PPepDB_5956	MFS14_MAIZE	Zea mays	--NA--	Signaling-peptide	126	12653.7	Experimental evidence at transcript level	--NA--
PPepDB_5957	CRR5_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	268	29742.88	Protein inferred from homology	--NA--
PPepDB_5958	ICI1_SOLPE	Solanum peruvianum, Lycopersicon peruvianum	--NA--	Signaling-peptide	111	12609.87	Protein inferred from homology	--NA--
PPepDB_5959	ICI1_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	111	12584.89	Experimental evidence at transcript level	--NA--
PPepDB_5960	CHIA_CICAR	Cicer arietinum	--NA--	Signaling-peptide	293	31229.81	Experimental evidence at transcript level	--NA--
PPepDB_5961	RA05_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	160	17293.01	Experimental evidence at protein level	--NA--
PPepDB_5962	GDA0_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	286	32963.37	Experimental evidence at transcript level	--NA--
PPepDB_5963	LCR85_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	86	9086.46	Protein inferred from homology	--NA--
PPepDB_5964	ATPI_PINKO	Pinus koraiensis	--NA--	Signaling-peptide	248	27171.76	Protein inferred from homology	--NA--
PPepDB_5965	ATPI_PINTH	Pinus thunbergii	--NA--	Signaling-peptide	248	27231.86	Protein inferred from homology	--NA--
PPepDB_5966	IPIA_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	107	11879.99	Experimental evidence at transcript level	--NA--
PPepDB_5967	IPIB_TOBAC	Nicotiana tabacum	--NA--	Signaling-peptide	107	11915.98	Experimental evidence at transcript level	--NA--
PPepDB_5968	CRR40_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	273	31036.99	Protein inferred from homology	--NA--
PPepDB_5969	CRR30_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	273	30982.89	Experimental evidence at transcript level	--NA--
PPepDB_5970	LAC3_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	567	62646.22	Experimental evidence at transcript level	--NA--
PPepDB_5971	PRO20_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	151	16995.44	Experimental evidence at transcript level	--NA--
PPepDB_5972	LCR18_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	76	8491	Protein inferred from homology	--NA--
PPepDB_5973	ATPI_GALSU	Galdieria sulphuraria	--NA--	Signaling-peptide	233	26066	Protein inferred from homology	--NA--
PPepDB_5974	CRR9_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	324	35753.84	Experimental evidence at transcript level	--NA--
PPepDB_5975	PSAF_ODOSI	Odontella sinensis	--NA--	Signaling-peptide	185	20747.09	Protein inferred from homology	--NA--
PPepDB_5976	THN22_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	134	14178.39	Experimental evidence at transcript level	--NA--
PPepDB_5977	ARC4_PHAVU	Phaseolus vulgaris	--NA--	Signaling-peptide	266	29450.94	Experimental evidence at transcript level	--NA--
PPepDB_5978	AGP22_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	63	6671.96	Experimental evidence at protein level	--NA--
PPepDB_5979	ZEA2_MAIZE	Zea mays	--NA--	Signaling-peptide	235	25574.97	Experimental evidence at transcript level	--NA--
PPepDB_5980	RIP1_CUCFI	Cucumis figarei	--NA--	Signaling-peptide	286	31771.72	Experimental evidence at transcript level	--NA--
PPepDB_5981	CRR58_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	287	32076.54	Protein inferred from homology	--NA--
PPepDB_5982	CY550_CYAPA	Cyanophora paradoxa	--NA--	Signaling-peptide	162	17863.29	Experimental evidence at protein level	--NA--
PPepDB_5983	GDB0_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	251	29053.97	Experimental evidence at protein level	--NA--
PPepDB_5984	PRO7_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	150	16869.29	Experimental evidence at transcript level	--NA--
PPepDB_5985	ZEAA_MAIZE	Zea mays	--NA--	Signaling-peptide	240	26633.02	Experimental evidence at transcript level	--NA--
PPepDB_5986	ABP1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	198	22044.34	Experimental evidence at protein level	--NA--
PPepDB_5987	ATPI_MARPO	Marchantia polymorpha	--NA--	Signaling-peptide	248	27742.47	Protein inferred from homology	--NA--
PPepDB_5988	EXLB2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	123	13261.32	Protein inferred from homology	--NA--
PPepDB_5989	SCP1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	441	49985.65	Experimental evidence at transcript level	--NA--
PPepDB_5990	SCP2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	441	50265.13	Experimental evidence at transcript level	--NA--
PPepDB_5991	THNA_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	127	13596.81	Experimental evidence at protein level	--NA--
PPepDB_5992	NLTP6_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	113	11877.87	Protein inferred from homology	--NA--
PPepDB_5993	CRR59_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	287	32475.21	Experimental evidence at transcript level	--NA--
PPepDB_5994	GDB2_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	327	37122.29	Protein inferred from homology	--NA--
PPepDB_5995	CRR38_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	252	27863.75	Experimental evidence at transcript level	--NA--
PPepDB_5996	EXPA8_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	251	26333.77	Experimental evidence at transcript level	--NA--
PPepDB_5997	CRR34_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	257	29277.62	Experimental evidence at transcript level	--NA--
PPepDB_5998	GUN17_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	497	54384.18	Experimental evidence at transcript level	--NA--
PPepDB_5999	GRXC8_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	136	14760.99	Experimental evidence at transcript level	--NA--
PPepDB_6000	FIL1_ANTMA	Antirrhinum majus	--NA--	Signaling-peptide	99	10255	Experimental evidence at transcript level	--NA--
PPepDB_6001	M7_LILHE	Lilium henryi	--NA--	Signaling-peptide	89	9125.8	Experimental evidence at transcript level	--NA--
PPepDB_6002	MC1_PINRA	Pinus radiata	--NA--	Signaling-peptide	92	9177.72	Experimental evidence at transcript level	--NA--
PPepDB_6003	LIM3_LILLO	Lilium longiflorum	--NA--	Signaling-peptide	90	9048.66	Protein inferred from homology	--NA--
PPepDB_6004	PMEI2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	173	18367.11	Experimental evidence at protein level	--NA--
PPepDB_6005	NLTP_PRUAV	Prunus avium	--NA--	Signaling-peptide	117	11750.86	Experimental evidence at protein level	--NA--
PPepDB_6006	IACX2_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	121	13889.27	Experimental evidence at transcript level	--NA--
PPepDB_6007	IACX1_WHEAT	Triticum aestivum	--NA--	Signaling-peptide	121	13831.23	Experimental evidence at transcript level	--NA--
PPepDB_6008	NLTP3_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	121	12144.98	Experimental evidence at transcript level	--NA--
PPepDB_6009	GAST1_SOLLC	Solanum lycopersicum, Lycopersicon esculentum	--NA--	Signaling-peptide	112	12783.99	Experimental evidence at transcript level	--NA--
PPepDB_6010	NLTP2_BRANA	Brassica napus	--NA--	Signaling-peptide	117	11966.09	Protein inferred from homology	--NA--
PPepDB_6011	NLTP1_BRANA	Brassica napus	--NA--	Signaling-peptide	117	11856.95	Protein inferred from homology	--NA--
PPepDB_6012	NLTPB_BRAOT	Brassica oleracea var. italica	--NA--	Signaling-peptide	117	11872.94	Protein inferred from homology	--NA--
PPepDB_6013	NLTP3_BRANA	Brassica napus	--NA--	Signaling-peptide	117	11740.86	Protein inferred from homology	--NA--
PPepDB_6014	PER1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	325	35624.39	Predicted	--NA--
PPepDB_6015	GASA1_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	98	10744.66	Experimental evidence at transcript level	--NA--
PPepDB_6016	LCR50_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	83	9189.77	Protein inferred from homology	--NA--
PPepDB_6017	ITI2_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	89	9885.46	Experimental evidence at protein level	--NA--
PPepDB_6018	LCR60_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	84	8914.24	Experimental evidence at transcript level	--NA--
PPepDB_6019	LCR64_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	90	10292.16	Protein inferred from homology	--NA--
PPepDB_6020	LCR65_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	87	9924.75	Protein inferred from homology	--NA--
PPepDB_6021	Y0282_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	134	13959.36	Experimental evidence at protein level	--NA--
PPepDB_6022	Y1781_ORYSI	Oryza sativa subsp. Indica	--NA--	Signaling-peptide	134	14020.4	Experimental evidence at protein level	--NA--
PPepDB_6023	AFP3_BRANA	Brassica napus	--NA--	Signaling-peptide	79	8555.01	Protein inferred from homology	--NA--
PPepDB_6024	AFP3_RAPSA	Raphanus sativus	--NA--	Signaling-peptide	79	8478.9	Protein inferred from homology	--NA--
PPepDB_6025	LCR45_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	82	9006.47	Experimental evidence at transcript level	--NA--
PPepDB_6026	LCR22_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	77	8389.8	Protein inferred from homology	--NA--
PPepDB_6027	LCR36_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	76	8271.81	Experimental evidence at transcript level	--NA--
PPepDB_6028	2SS_BEREX	Bertholletia excelsa	--NA--	Signaling-peptide	146	16910.77	Experimental evidence at protein level	--NA--
PPepDB_6029	LCR25_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	77	8359.8	Protein inferred from homology	--NA--
PPepDB_6030	TAP2_ANTMA	Antirrhinum majus	--NA--	Signaling-peptide	131	14402.21	Experimental evidence at transcript level	--NA--
PPepDB_6031	LCR61_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	78	8181.64	Protein inferred from homology	--NA--
PPepDB_6032	AMP2_MIRJA	Mirabilis jalapa	--NA--	Signaling-peptide	63	6842.2	Experimental evidence at protein level	--NA--
PPepDB_6033	AMP1_MESCR	Mesembryanthemum crystallinum	--NA--	Signaling-peptide	64	7005.41	Protein inferred from homology	--NA--
PPepDB_6034	AGP3_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	139	13620.83	Experimental evidence at transcript level	--NA--
PPepDB_6035	RNS4_ANTHI	Antirrhinum hispanicum	--NA--	Signaling-peptide	233	26889.16	Experimental evidence at transcript level	--NA--
PPepDB_6036	ITI4_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	90	9660.43	Protein inferred from homology	--NA--
PPepDB_6037	LCR84_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	76	8226.69	Protein inferred from homology	--NA--
PPepDB_6038	CYT6_ORYSJ	Oryza sativa subsp. Japonica	--NA--	Signaling-peptide	113	12420.92	Protein inferred from homology	--NA--
PPepDB_6039	LCR23_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	77	8532.01	Protein inferred from homology	--NA--
PPepDB_6040	MEN8_SILLA	Silene latifolia	--NA--	Signaling-peptide	100	10220.82	Protein inferred from homology	--NA--
PPepDB_6041	THN3_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	137	14711.08	Experimental evidence at transcript level	--NA--
PPepDB_6042	THN6_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	137	14717.12	Experimental evidence at transcript level	--NA--
PPepDB_6043	NLT41_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	115	11085.03	Experimental evidence at protein level	--NA--
PPepDB_6044	NLT42_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	115	11175.17	Experimental evidence at transcript level	--NA--
PPepDB_6045	NLT43_HORVU	Hordeum vulgare	--NA--	Signaling-peptide	115	11175.17	Experimental evidence at transcript level	--NA--
PPepDB_6046	2SS8_HELAN	Helianthus annuus	--NA--	Signaling-peptide	141	16090	Experimental evidence at protein level	--NA--
PPepDB_6047	NLTP2_LENCU	Lens culinaris	--NA--	Signaling-peptide	118	11880.07	Experimental evidence at protein level	--NA--
PPepDB_6048	NLTP6_LENCU	Lens culinaris	--NA--	Signaling-peptide	118	11885.06	Experimental evidence at protein level	--NA--
PPepDB_6049	AGP11_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	136	12992.38	Experimental evidence at transcript level	--NA--
PPepDB_6050	AGP9_ARATH	Arabidopsis thaliana	--NA--	Signaling-peptide	191	18416.07	Experimental evidence at protein level	--NA--
PPepDB_6051	NLTP5_LENCU	Lens culinaris	--NA--	Signaling-peptide	116	11685.82	Protein inferred from homology	--NA--
